step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,J0_stopped,J0_accumulated_waiting_time,J0_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time,TimeLimit.truncated,episode,terminal_observation
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,,,
10.0,1,0.0,0.0,10.603283632131449,0,0.0,1.0,0,0.0,False,,
20.0,0,0.0,0.0,12.7870621038206,0,0.0,0.4642848935764156,0,0.0,False,,
30.0,3,14.0,0.8235294117647058,10.840778421152098,2,14.0,0.13522468634175058,2,14.0,False,,
40.0,4,44.0,2.0,10.24662179380926,3,42.0,0.06956646473344752,3,42.0,False,,
50.0,3,14.0,0.6363636363636364,11.697949327447288,3,36.0,0.08149918702946808,3,36.0,False,,
60.0,8,60.0,2.857142857142857,8.7766593160712,6,92.0,0.08071783755671538,6,92.0,False,,
70.0,7,105.0,4.565217391304348,10.866599964020144,6,102.0,0.15601311124844533,6,102.0,False,,
80.0,9,186.0,6.888888888888889,8.178412100820019,6,161.0,0.10365123393953321,6,161.0,False,,
90.0,11,286.0,10.214285714285714,7.553023297964221,6,221.0,0.054991234864360874,6,221.0,False,,
100.0,14,419.0,15.518518518518519,7.091087747809502,6,281.0,0.04294040012643323,6,281.0,False,,
110.0,16,567.0,20.25,5.948585978579296,6,341.0,0.06508985163172679,6,341.0,False,,
120.0,14,624.0,24.96,4.049149423426675,6,401.0,0.0,6,401.0,False,,
130.0,19,707.0,27.192307692307693,3.456794046875271,8,544.0,1.1573458849075671e-05,8,544.0,False,,
140.0,13,325.0,11.607142857142858,4.663757242395401,0,236.0,0.05588397708303423,0,236.0,False,,
150.0,5,11.0,0.34375,6.209332395198002,4,440.0,0.17757672919324577,4,440.0,False,,
160.0,6,36.0,0.9230769230769231,10.205123053288629,2,181.0,0.1681620795732525,2,181.0,False,,
170.0,5,53.0,1.358974358974359,8.156198869720384,4,249.0,0.03347152651966218,4,249.0,False,,
180.0,11,66.0,1.5714285714285714,7.5967403366152295,6,324.0,0.03679960450659696,6,324.0,False,,
190.0,15,172.0,4.410256410256411,8.716017639091124,6,340.0,0.06687937891996519,6,340.0,False,,
200.0,17,321.0,8.916666666666666,7.847268801549284,6,390.0,0.023581707901559928,6,390.0,False,,
210.0,17,491.0,13.27027027027027,7.076716390134295,6,450.0,0.05568462164752887,6,450.0,False,,
220.0,12,321.0,9.17142857142857,5.973318708091629,1,186.0,0.03642879625122076,1,186.0,False,,
230.0,9,56.0,1.5135135135135136,5.370034660491933,7,369.0,0.0046395829313638625,7,369.0,False,,
240.0,6,75.0,1.9230769230769231,7.847567481281018,5,158.0,0.1048697295206277,5,158.0,False,,
250.0,9,140.0,3.888888888888889,8.630435440789297,8,245.0,0.11796694994723848,8,245.0,False,,
260.0,10,203.0,6.151515151515151,6.8360931365550925,9,346.0,0.0768686975580941,9,346.0,False,,
270.0,14,284.0,9.161290322580646,5.711884304527761,6,295.0,0.09585532739740851,6,295.0,False,,
280.0,13,383.0,11.264705882352942,6.048387690057348,7,306.0,0.0973611309622998,7,306.0,False,,
290.0,14,476.0,12.526315789473685,8.428321543584337,8,376.0,0.10329660688166421,8,376.0,False,,
300.0,11,585.0,16.714285714285715,9.002525751359556,7,446.0,0.06823049414780082,7,446.0,False,,
310.0,15,719.0,22.46875,6.517574901995637,7,513.0,0.11186626277001621,7,513.0,False,,
320.0,14,842.0,24.764705882352942,7.572509555526428,7,580.0,0.021439664528549087,7,580.0,False,,
330.0,15,958.0,27.37142857142857,8.644333648053868,9,672.0,0.009161538259183661,9,672.0,False,,
340.0,14,1061.0,29.47222222222222,6.819075830103231,8,750.0,0.09292051129529769,8,750.0,False,,
350.0,19,1232.0,37.333333333333336,5.337258602364517,8,829.0,0.14842257164720948,8,829.0,False,,
360.0,24,1454.0,39.2972972972973,5.391507289676653,8,908.0,0.014045050984052768,8,908.0,False,,
370.0,23,1653.0,44.67567567567568,4.627533165416835,8,988.0,0.08495195343048596,8,988.0,False,,
380.0,25,1878.0,49.421052631578945,4.7096524825318,9,1082.0,0.0791065955572205,9,1082.0,False,,
390.0,24,1020.0,22.666666666666668,3.387334607959208,6,669.0,0.019724007411827768,6,669.0,False,,
400.0,7,239.0,4.686274509803922,8.245322075380779,5,623.0,0.12482796832977902,5,623.0,False,,
410.0,23,389.0,7.339622641509434,7.373748497341462,12,593.0,0.06635658545141607,12,593.0,False,,
420.0,27,632.0,12.392156862745098,6.731037734535225,10,572.0,0.08762320644053678,10,572.0,False,,
430.0,27,666.0,13.875,4.584168336157389,6,547.0,0.032030244044575155,6,547.0,False,,
440.0,22,744.0,14.307692307692308,5.261225247598569,9,637.0,0.017635332463150643,9,637.0,False,,
450.0,21,942.0,18.84,7.413756033975369,7,641.0,0.14387552240926327,7,641.0,False,,
460.0,27,1169.0,23.857142857142858,4.411793712226481,9,750.0,0.07447569763031549,9,750.0,False,,
470.0,26,1406.0,27.568627450980394,6.116583222853319,8,796.0,0.055289506133400265,8,796.0,False,,
480.0,31,1696.0,33.92,5.572785170449252,8,852.0,0.06200749668143508,8,852.0,False,,
490.0,26,1449.0,29.571428571428573,5.491593682436495,3,487.0,0.031202847807834284,3,487.0,False,,
500.0,15,1094.0,21.88,6.436452109973983,6,810.0,0.17019267783247022,6,810.0,False,,
510.0,23,1250.0,24.03846153846154,5.9714030766076105,9,610.0,2.2616354365334895e-05,9,610.0,False,,
520.0,28,1485.0,32.28260869565217,4.4073255882656275,9,860.0,0.13536524698240987,9,860.0,False,,
530.0,29,1643.0,34.95744680851064,3.576919158361104,8,768.0,0.02191841706470733,8,768.0,False,,
540.0,30,1903.0,38.83673469387755,5.460748085992076,10,830.0,0.07378505571130974,10,830.0,False,,
550.0,29,2181.0,44.51020408163265,6.245645915757105,8,903.0,0.07415891730957551,8,903.0,False,,
560.0,29,2471.0,56.15909090909091,3.6818985555558186,8,981.0,0.0,8,981.0,False,,
570.0,20,1496.0,32.52173913043478,5.727428183921051,3,582.0,0.13844235903800997,3,582.0,False,,
580.0,17,103.0,2.239130434782609,5.212433624017776,11,998.0,0.054806959916640696,11,998.0,False,,
590.0,12,126.0,2.739130434782609,5.619892289949948,5,514.0,0.11049332584220463,5,514.0,False,,
600.0,20,218.0,4.739130434782608,6.518688383125802,12,551.0,0.00035724146439756,12,551.0,False,,
610.0,15,175.0,3.888888888888889,7.0951474361422076,6,572.0,0.05641827344432896,6,572.0,False,,
620.0,15,238.0,5.804878048780488,6.1492147298474915,10,683.0,0.12829188306089592,10,683.0,False,,
630.0,16,368.0,7.829787234042553,7.862527147275391,8,706.0,0.049857869668475135,8,706.0,False,,
640.0,22,556.0,12.08695652173913,6.483931880033541,10,812.0,0.06334945019346497,10,812.0,False,,
650.0,24,648.0,14.08695652173913,5.397149473142991,11,814.0,0.05826076592843095,11,814.0,False,,
660.0,19,360.0,7.826086956521739,6.740390922819755,10,833.0,0.06596165033746085,10,833.0,False,,
670.0,21,421.0,8.957446808510639,5.78909705269516,10,660.0,0.048497132454933485,10,660.0,False,,
680.0,21,619.0,12.137254901960784,7.255813344480811,10,646.0,0.13130136572927148,10,646.0,False,,
690.0,18,403.0,8.06,6.3443385108145165,8,567.0,0.01842688190833648,8,567.0,False,,
700.0,21,479.0,9.775510204081632,3.8652664521926927,12,716.0,0.07531509865107762,12,716.0,False,,
710.0,20,647.0,13.204081632653061,5.959067035120255,8,621.0,0.09943744549452414,8,621.0,False,,
720.0,23,835.0,16.057692307692307,5.567796956379102,11,681.0,0.0005841442264797765,11,681.0,False,,
730.0,21,994.0,19.49019607843137,7.015491816165664,9,764.0,0.08221021165290893,9,764.0,False,,
740.0,22,749.0,14.98,6.732070960245089,5,497.0,0.03218502250701997,5,497.0,False,,
750.0,18,645.0,14.021739130434783,6.479892136593101,8,446.0,0.0688109211121899,8,446.0,False,,
760.0,23,477.0,10.148936170212766,6.770565468790523,11,566.0,3.133900697504638e-05,11,566.0,False,,
770.0,27,698.0,15.511111111111111,5.418265801643301,10,608.0,0.0,10,608.0,False,,
780.0,11,211.0,5.023809523809524,6.230651395159653,5,626.0,0.05934509628740963,5,626.0,False,,
790.0,12,271.0,6.022222222222222,6.352127264281798,6,623.0,0.11220209742980079,6,623.0,False,,
800.0,18,408.0,8.326530612244898,6.928576036988366,7,669.0,0.0735947439615275,7,669.0,False,,
810.0,23,591.0,12.847826086956522,7.144635422072829,12,745.0,0.08459036320209118,12,745.0,False,,
820.0,18,698.0,15.173913043478262,7.70949147206762,7,755.0,0.1619006695933772,7,755.0,False,,
830.0,25,911.0,18.979166666666668,4.433460794580715,11,844.0,0.05280743872958284,11,844.0,False,,
840.0,24,1068.0,20.941176470588236,7.411608692889477,11,935.0,0.10918709805464329,11,935.0,False,,
850.0,30,1334.0,26.68,5.338803449555609,11,1042.0,8.41956990626744e-07,11,1042.0,False,,
860.0,26,1074.0,22.375,3.809050301206794,5,850.0,0.039429515030362995,5,850.0,False,,
870.0,15,549.0,11.204081632653061,6.929440112287378,7,1025.0,0.10406032151533041,7,1025.0,False,,
880.0,28,762.0,14.377358490566039,5.141517222919495,13,1111.0,9.97714289127838e-06,13,1111.0,False,,
890.0,27,773.0,14.865384615384615,5.844864365393333,12,1223.0,0.043496010312389435,12,1223.0,False,,
900.0,22,719.0,13.072727272727272,5.998707786415683,9,1148.0,0.011201597642032065,9,1148.0,False,,
910.0,24,918.0,18.0,5.924072181100716,14,1338.0,0.010904669552705413,14,1338.0,False,,
920.0,23,1127.0,23.479166666666668,5.592498915511807,11,1418.0,0.05887011987348416,11,1418.0,False,,
930.0,26,1372.0,29.82608695652174,4.5481123642684,11,1497.0,0.021982149969044115,11,1497.0,False,,
940.0,25,1290.0,30.0,4.858348181839993,8,1232.0,0.0272874903350397,8,1232.0,False,,
950.0,19,587.0,13.651162790697674,3.2976267378481503,11,1164.0,0.0009659190781965372,11,1164.0,False,,
960.0,13,690.0,13.8,7.137573994047474,8,928.0,0.02184813121447592,8,928.0,False,,
970.0,14,694.0,14.16326530612245,4.805642445327839,9,1120.0,0.10272128173748427,9,1120.0,False,,
980.0,16,614.0,12.03921568627451,4.57820516994542,8,1207.0,0.048519272775046425,8,1207.0,False,,
990.0,16,694.0,14.458333333333334,4.766269407353601,9,1252.0,0.08701127309807648,9,1252.0,False,,
1000.0,18,839.0,16.45098039215686,6.4317469021836,8,1254.0,0.04084491455410899,8,1254.0,True,"{'r': -12.54, 'l': 100, 't': 6.868913}","[1.         0.         0.         0.         0.         0.
 0.         0.         0.5907838  0.         0.         0.
 0.78451884 1.         0.         0.         0.         0.
 0.         0.         0.         0.         0.877193   1.
 0.         0.         0.         0.         0.         0.
 0.         0.78451884 0.78451884 0.         0.         0.
 0.         0.         0.         0.         0.         0.5847953
 1.        ]"
